Page Name,Amount Spent (EUR),len_amt,state
Tilburgs Studentensymposium,100,3,Zuid_Holland
Dyneema,100,3,Zuid_Holland
CDA Uithoorn - De Kwakel,100,3,Zuid_Holland
VVD Roermond,100,3,Zuid_Holland
Vaccines Today,100,3,Zuid_Holland
Norbert Galor Hofer,100,3,Zuid_Holland
Luna's latex,100,3,Zuid_Holland
Sunywayz,100,3,Zuid_Holland
AthenaStudies,100,3,Zuid_Holland
Ademir Cláudio,100,3,Zuid_Holland
خبير  التداول,100,3,Zuid_Holland
Nederlands BurgerPlatform,100,3,Zuid_Holland
Gemeente Zwijndrecht,100,3,Zuid_Holland
Pantai Project,100,3,Zuid_Holland
Melkweg Amsterdam,100,3,Zuid_Holland
Academics for Development Utrecht,100,3,Zuid_Holland
Zeer betrouwbare organisatie,100,3,Zuid_Holland
Wellantcollege Cursussen & Trainingen,100,3,Zuid_Holland
Huibert van Rossum CDA,100,3,Zuid_Holland
Ring Tunes,100,3,Zuid_Holland
Silva Projects,100,3,Zuid_Holland
Moderny,100,3,Zuid_Holland
Amina Official Shop,100,3,Zuid_Holland
Nextblue,100,3,Zuid_Holland
Opera Gazet,100,3,Zuid_Holland
WantToKnow.nl,100,3,Zuid_Holland
Hof ter Waard,100,3,Zuid_Holland
Goodr,100,3,Zuid_Holland
ImiraFoto Colinda Boeren,100,3,Zuid_Holland
"CDJA, CDA-jongeren",100,3,Zuid_Holland
"NNID, Netherlands organisation for sex diversity",100,3,Zuid_Holland
D66 's-Hertogenbosch,100,3,Zuid_Holland
Pensioenverlies,100,3,Zuid_Holland
BeleggersAcademy.com,100,3,Zuid_Holland
Tounsi,100,3,Zuid_Holland
Hawaiiyak,100,3,Zuid_Holland
HOTIAD,100,3,Zuid_Holland
Kristen Bell,100,3,Zuid_Holland
Amref Flying Doctors NL,100,3,Zuid_Holland
Plastic Brigade,100,3,Zuid_Holland
Stichting Beschermde Wieg,100,3,Zuid_Holland
GoodHabitz,100,3,Zuid_Holland
Wix,100,3,Zuid_Holland
Cesto Schrijft,100,3,Zuid_Holland
Jaroslav Holík,100,3,Zuid_Holland
Con Amore Opleidingen,100,3,Zuid_Holland
Instagram User 564932191,100,3,Zuid_Holland
Voll Gass,100,3,Zuid_Holland
Tolhuistuin,100,3,Zuid_Holland
BPF Schilders,100,3,Zuid_Holland
Niels van den Berge,100,3,Zuid_Holland
CDA Gouda,100,3,Zuid_Holland
Synovus Financial Corp.,100,3,Zuid_Holland
Stichting Mijn Thuis     مؤسسة بيتي الخيرية هولندا,100,3,Zuid_Holland
CDJA Limburg,100,3,Zuid_Holland
ROCKWOOL,100,3,Zuid_Holland
bocketlist.nl,100,3,Zuid_Holland
Arnout van den Bosch - Raadslid PvdA Amstelveen,100,3,Zuid_Holland
ViceVersa,100,3,Zuid_Holland
JW PEI,100,3,Zuid_Holland
CDA Kaag en Braassem,100,3,Zuid_Holland
Nick van Nifterik Gen.HIV-protected sons,100,3,Zuid_Holland
Kansfonds,100,3,Zuid_Holland
De Utrechtse VVD,100,3,Zuid_Holland
Just Rent Me Car Rental,100,3,Zuid_Holland
Skull and tattoos,100,3,Zuid_Holland
Forum voor Democratie Noord-Holland -FVD,100,3,Zuid_Holland
PINK Limburg,100,3,Zuid_Holland
50PLUSpartij,100,3,Zuid_Holland
Big Rivers Festival,100,3,Zuid_Holland
Spexinthecity Opticiens,100,3,Zuid_Holland
Sekretaria Online Akademie,100,3,Zuid_Holland
Food for the Mood Catering & Events,100,3,Zuid_Holland
Samsam Magazine,100,3,Zuid_Holland
Instagram User 2815882038,100,3,Zuid_Holland
PvdA Zwijndrecht.,100,3,Zuid_Holland
Pieterskerk Leiden,100,3,Zuid_Holland
HWDuurzaam l om,100,3,Zuid_Holland
Pirates of the Caribbean: Tides of War,100,3,Zuid_Holland
PvdA Utrecht,100,3,Zuid_Holland
Boutique bungalows,100,3,Zuid_Holland
The Sign Of Leo,100,3,Zuid_Holland
Burger Partij Amersfoort (BPA),100,3,Zuid_Holland
TheMayor.EU,100,3,Zuid_Holland
Periscoop Film,100,3,Zuid_Holland
Algemeen Belang Zwijndrecht,100,3,Zuid_Holland
Wybren van Haga,100,3,Zuid_Holland
European Court of Auditors,100,3,Zuid_Holland
Esther de Lange,100,3,Zuid_Holland
Referendum2021zoetermeerafval.nl,100,3,Zuid_Holland
Company New Heroes,100,3,Zuid_Holland
PvdA Nissewaard,100,3,Zuid_Holland
Objectivo,100,3,Zuid_Holland
Jonge Democraten Amsterdam,100,3,Zuid_Holland
Stem Roy Europa in,100,3,Zuid_Holland
Faculty of Theology and Religious Studies University of Groningen,100,3,Zuid_Holland
Travel 4 learning Educational Tours,100,3,Zuid_Holland
BASMAH,100,3,Zuid_Holland
Usha Marhé,100,3,Zuid_Holland
EuropeRemembers_NL,100,3,Zuid_Holland
Fighting Heroes,100,3,Zuid_Holland
Parcon BV,100,3,Zuid_Holland
NVKL,100,3,Zuid_Holland
Sunglass spot,100,3,Zuid_Holland
Faithless,100,3,Zuid_Holland
Instagram User 6559971936,100,3,Zuid_Holland
Het Tattoohuys,100,3,Zuid_Holland
Haagsche Studenten Vereeniging,100,3,Zuid_Holland
Micha Nederland,100,3,Zuid_Holland
Nor-Shipping,100,3,Zuid_Holland
GroenLinks Weststellingwerf,100,3,Zuid_Holland
Praatkast.nl,100,3,Zuid_Holland
Procesos Electorales Bolivia,100,3,Zuid_Holland
Instagram User 5986683072,100,3,Zuid_Holland
Gordon Ryan,100,3,Zuid_Holland
De koopjesbazaar,100,3,Zuid_Holland
Modest Fashion,100,3,Zuid_Holland
Happy Days Online,100,3,Zuid_Holland
EQ Clothing,100,3,Zuid_Holland
Micha Nederland,100,3,Zuid_Holland
NGR Racing Products,100,3,Zuid_Holland
VVD Alphen a/d Rijn,100,3,Zuid_Holland
FEBO,100,3,Zuid_Holland
CARE Skillpower,100,3,Zuid_Holland
DABAR = Dalyvaukime ir Aktyviai Balsuokime Ateinančiuose Rinkimuose,100,3,Zuid_Holland
DNS International Teacher Training College,100,3,Zuid_Holland
Maria,100,3,Zuid_Holland
Cooliea,100,3,Zuid_Holland
a n n a + n i n a,100,3,Zuid_Holland
Democratie in crisis,100,3,Zuid_Holland
Burgerinitiatief Parlementaire Hoorzitting Weermanipulatie,100,3,Zuid_Holland
ChaNail Design,100,3,Zuid_Holland
Manalia Bridalstyling,100,3,Zuid_Holland
hayu,100,3,Zuid_Holland
Fashion Mondkapje,100,3,Zuid_Holland
Alpha Dept,100,3,Zuid_Holland
Lindores Abbey Distillery,100,3,Zuid_Holland
Instagram User 7607351002,100,3,Zuid_Holland
GroenLinks Amsterdam,100,3,Zuid_Holland
D66 Vlaardingen,100,3,Zuid_Holland
Verschoor Reizen,100,3,Zuid_Holland
Man tot Man,100,3,Zuid_Holland
Fluke Nederland,100,3,Zuid_Holland
Hotel Schloss Reichmannsdorf,100,3,Zuid_Holland
Jos Brink Prijs,100,3,Zuid_Holland
Cabane,100,3,Zuid_Holland
Academic Positions,100,3,Zuid_Holland
Cultuurticket.nl,100,3,Zuid_Holland
SP Amsterdam,100,3,Zuid_Holland
Stichting Move,100,3,Zuid_Holland
The Bucketlist trips,100,3,Zuid_Holland
Space Arena,100,3,Zuid_Holland
Liefste leven,100,3,Zuid_Holland
Zirbe winkel,100,3,Zuid_Holland
The elias room,100,3,Zuid_Holland
ZwrotPodatkow.pl,100,3,Zuid_Holland
MakkelijkAfvallen,100,3,Zuid_Holland
Bruisend Noordwijk,100,3,Zuid_Holland
VVD Haarlemmermeer,100,3,Zuid_Holland
TVN International,100,3,Zuid_Holland
Koninklijk Nederlandsch Genootschap voor Geslacht- en Wapenkunde,100,3,Zuid_Holland
Blue Note,100,3,Zuid_Holland
All Indonesian Lives Matter,100,3,Zuid_Holland
K.N.P.S.V.,100,3,Zuid_Holland
HappySoaps,100,3,Zuid_Holland
Mustafa Bal,100,3,Zuid_Holland
Overseas Progressive Pakistanis,100,3,Zuid_Holland
Zwaagstra Beton BV,100,3,Zuid_Holland
Reinier Van Lanschot,100,3,Zuid_Holland
"Conectiv, Inc",100,3,Zuid_Holland
Berlin International University of Applied Sciences,100,3,Zuid_Holland
juliet.broersen,100,3,Zuid_Holland
CDA Apeldoorn,100,3,Zuid_Holland
Gamerdeals,100,3,Zuid_Holland
Israël in Nederland,100,3,Zuid_Holland
Uitgeverij Podium,100,3,Zuid_Holland
Paul Meijer,100,3,Zuid_Holland
Lenny Suijkerbuijk coaching and training,100,3,Zuid_Holland
Seekers Notes,100,3,Zuid_Holland
Talking Europe,100,3,Zuid_Holland
Are you R Dutch,100,3,Zuid_Holland
Meneer Nieges,100,3,Zuid_Holland
Arab Europa DVZ,100,3,Zuid_Holland
Sportverkiezingen Katwijk,100,3,Zuid_Holland
RaamopRusland,100,3,Zuid_Holland
Essity,100,3,Zuid_Holland
boot Düsseldorf,100,3,Zuid_Holland
"Martin, Bernard Rietveld Co",100,3,Zuid_Holland
Vivera,100,3,Zuid_Holland
Time to Help Nederland,100,3,Zuid_Holland
"Stella, Mario Vignozzi Corp",100,3,Zuid_Holland
Mask Titan,100,3,Zuid_Holland
Verso Books,100,3,Zuid_Holland
VM/Mode,100,3,Zuid_Holland
gemeente Hendrik-Ido-Ambacht,100,3,Zuid_Holland
Petitie Venezolaanse vluchtelingen in NL,100,3,Zuid_Holland
Justdiggit,100,3,Zuid_Holland
GAiN Water for Life  < >  Life 4 Africa,100,3,Zuid_Holland
D66Zwolle,100,3,Zuid_Holland
Giga-dealls,100,3,Zuid_Holland
D66 Overijssel,100,3,Zuid_Holland
Instagram User 173618869,100,3,Zuid_Holland
Internationaal Theater Amsterdam,100,3,Zuid_Holland
BlindGuide,100,3,Zuid_Holland
Party Glass Drinkware,100,3,Zuid_Holland
De Publieke Dialoog,100,3,Zuid_Holland
Top Advance China Tech,100,3,Zuid_Holland
CDA Vijfheerenlanden,100,3,Zuid_Holland
Oecumenische Kerkgemeenschap De Ark,100,3,Zuid_Holland
GroenLinks Gelderland,100,3,Zuid_Holland
Harmoninie A,100,3,Zuid_Holland
Budgethulpoplossing,100,3,Zuid_Holland
DeepGreen,100,3,Zuid_Holland
Auteur Arjan Alberts,100,3,Zuid_Holland
Cool Crowdfunding Projects,100,3,Zuid_Holland
Hart in shape,100,3,Zuid_Holland
Hivos,100,3,Zuid_Holland
UvA Green Office,100,3,Zuid_Holland
gglowness,100,3,Zuid_Holland
Provincie Noord-Holland,100,3,Zuid_Holland
Werken bij UWV,100,3,Zuid_Holland
Cyxtera Technologies,100,3,Zuid_Holland
Union for the Mediterranean,100,3,Zuid_Holland
Loot Gaming by Loot Crate,100,3,Zuid_Holland
Visit Czech Republic,100,3,Zuid_Holland
De Barones,100,3,Zuid_Holland
Christine Göttfried,100,3,Zuid_Holland
Instagram User 937331484,100,3,Zuid_Holland
Rectoraat  San Thomas d'Aquino,100,3,Zuid_Holland
Johnny's Burger Company,100,3,Zuid_Holland
Schrijvert uit Rotterdam,100,3,Zuid_Holland
Jolanda Wicherson Ondernemerscoach,100,3,Zuid_Holland
SuperCity,100,3,Zuid_Holland
TU Delft Energy Club,100,3,Zuid_Holland
Nursestation,100,3,Zuid_Holland
Deluxe Corporation,100,3,Zuid_Holland
Snack-crate,100,3,Zuid_Holland
Art by Malene Georgsen,100,3,Zuid_Holland
Demonstratie Omdat moordenaar van Pim Fortuyn niet mag vrijkomen na 12 jaar,100,3,Zuid_Holland
Petition Global,100,3,Zuid_Holland
Somerparc aan de Amstel,100,3,Zuid_Holland
10dokuz,100,3,Zuid_Holland
CDA Den Helder,100,3,Zuid_Holland
Stûv,100,3,Zuid_Holland
De Stadsbron,100,3,Zuid_Holland
Set-Up '65 Heren 1,100,3,Zuid_Holland
Present Winterswijk,100,3,Zuid_Holland
Maskr.be,100,3,Zuid_Holland
Flaneur Homme,100,3,Zuid_Holland
Woonbewust,100,3,Zuid_Holland
Installatie360,100,3,Zuid_Holland
Nordic Canyon,100,3,Zuid_Holland
Schoenmakerij The Cobbler,100,3,Zuid_Holland
The Economics of Discontent,100,3,Zuid_Holland
The Crappy Planet,100,3,Zuid_Holland
Instagram User 8927756327,100,3,Zuid_Holland
Libelle,100,3,Zuid_Holland
Teva Pharmaceutical Industries Ltd.,100,3,Zuid_Holland
"Emma, Vera Floyd LLC",100,3,Zuid_Holland
BAMWOO,100,3,Zuid_Holland
fairfashionfestival,100,3,Zuid_Holland
Aurum Brothers,100,3,Zuid_Holland
Clair Poosh,100,3,Zuid_Holland
LAKS,100,3,Zuid_Holland
Lansinoh Benelux,100,3,Zuid_Holland
MLF-68,100,3,Zuid_Holland
Saktiisha Yoga Academy,100,3,Zuid_Holland
"Stanley, Melvin Donnelly LLC",100,3,Zuid_Holland
USR Diaspora - Olanda,100,3,Zuid_Holland
Governor of Poker 3,100,3,Zuid_Holland
Behoud van de vuurwerk traditie,100,3,Zuid_Holland
Lain Garcia Calvo,100,3,Zuid_Holland
iranwire.com ایران وایر,100,3,Zuid_Holland
Brabeau,100,3,Zuid_Holland
SP Noord-Holland,100,3,Zuid_Holland
Mercury General Corporation,100,3,Zuid_Holland
Zwart Manifest,100,3,Zuid_Holland
Buy your dream,100,3,Zuid_Holland
Doha Debates,100,3,Zuid_Holland
Kidsweek in de Klas,100,3,Zuid_Holland
Partij van U,100,3,Zuid_Holland
Dooooogs,100,3,Zuid_Holland
Alliance to End Plastic Waste,100,3,Zuid_Holland
ChristenUnie Zeeland,100,3,Zuid_Holland
Честные люди,100,3,Zuid_Holland
"Stucadoorsbedrijf peter jansen,stucadoorstiens.nl",100,3,Zuid_Holland
Social Innovation Summit,100,3,Zuid_Holland
fuentes_collections,100,3,Zuid_Holland
Maastricht Working on Europe,100,3,Zuid_Holland
Global Refugee Led Network,100,3,Zuid_Holland
Argus,100,3,Zuid_Holland
Schitterende Toekomst,100,3,Zuid_Holland
Applied Appliances,100,3,Zuid_Holland
JOVD Utrecht e.o.,100,3,Zuid_Holland
Arnout van den Bosch - Raadslid PvdA Amstelveen,100,3,Zuid_Holland
360,100,3,Zuid_Holland
Progress,100,3,Zuid_Holland
New Faith Network,100,3,Zuid_Holland
Peoples Energy Corp.,100,3,Zuid_Holland
GroenLinks Veenendaal,100,3,Zuid_Holland
GossipGizmo,100,3,Zuid_Holland
Nail doc.,100,3,Zuid_Holland
Elestor B.V.,100,3,Zuid_Holland
Girls in Film,100,3,Zuid_Holland
Pieter Paul Slikker - PvdA 073,100,3,Zuid_Holland
Leefbaar Capelle,100,3,Zuid_Holland
Partij van de Ouderen,100,3,Zuid_Holland
Maurice.nl,100,3,Zuid_Holland
Schildje: Maakt kindermishandeling bespreekbaar,100,3,Zuid_Holland
POLITICO Europe,100,3,Zuid_Holland
BVOK BrancheVereniging Ondernemers Kinderopvang,100,3,Zuid_Holland
Construction Climate Challenge,100,3,Zuid_Holland
NEWBORN PHOTO CONSTRUCTION,100,3,Zuid_Holland
The Privacy Collective NL,100,3,Zuid_Holland
TerryQuasi,100,3,Zuid_Holland
PvdA Almere,100,3,Zuid_Holland
Huawei,100,3,Zuid_Holland
Veerman Mediaproducties,100,3,Zuid_Holland
Hotel Riche,100,3,Zuid_Holland
Geert Kimpen,100,3,Zuid_Holland
"Violet, Blanche Webster LLC",100,3,Zuid_Holland
DefenseMonkees,100,3,Zuid_Holland
Robert Fernhout - Columnist Mannenzaken,100,3,Zuid_Holland
GBW - GemeenteBelang Westland,100,3,Zuid_Holland
Samira Rafaela,100,3,Zuid_Holland
Jonge Democraten Rotterdam,100,3,Zuid_Holland
Touch/Trace: Researching Histories Through Textiles,100,3,Zuid_Holland
Christenunie IJsselstein,100,3,Zuid_Holland
ChristenUnie Zeeland,100,3,Zuid_Holland
Kewatec AluBoat,100,3,Zuid_Holland
Liefste leven,100,3,Zuid_Holland
Closet Mason,100,3,Zuid_Holland
Anna Johnson,100,3,Zuid_Holland
Sweetair.shop02,100,3,Zuid_Holland
Zwerfie Rotterdam,100,3,Zuid_Holland
Taadaa Shop,100,3,Zuid_Holland
PvdA Groningen,100,3,Zuid_Holland
Latest news,100,3,Zuid_Holland
Smokey's Disciple,100,3,Zuid_Holland
politieknederland,100,3,Zuid_Holland
FC Offside,100,3,Zuid_Holland
Leiden University Green Office,100,3,Zuid_Holland
De Bossche WoonBoulevard,100,3,Zuid_Holland
Xương Khớp Ông Bảo,100,3,Zuid_Holland
Onderhoudsbedrijf Valentino,100,3,Zuid_Holland
Delphi Corp.,100,3,Zuid_Holland
Ondernemerslounge,100,3,Zuid_Holland
AM Music,100,3,Zuid_Holland
Association Européenne de Coopération Internationale,100,3,Zuid_Holland
T20 Italy 2021,100,3,Zuid_Holland
Admin Finance,100,3,Zuid_Holland
Schoonheidssalon Beauty Frame,100,3,Zuid_Holland
Trees Love You,100,3,Zuid_Holland
ADF International,100,3,Zuid_Holland
合肥工业大学,100,3,Zuid_Holland
de Nederlandse Boekengids,100,3,Zuid_Holland
4eyes,100,3,Zuid_Holland
Instagram User 7182466719,100,3,Zuid_Holland
Citizen Watch,100,3,Zuid_Holland
IamExpat in the Netherlands,100,3,Zuid_Holland
Mensenrechtenschendingen in Turkije,100,3,Zuid_Holland
Singapore Global Network,100,3,Zuid_Holland
Van Dale Uitgevers,100,3,Zuid_Holland
PuurBaby,100,3,Zuid_Holland
ChristenUnie Hoeksche Waard,100,3,Zuid_Holland
PvdA Almelo,100,3,Zuid_Holland
Fivoor,100,3,Zuid_Holland
Campion Insurance,100,3,Zuid_Holland
Rosita Drigpal,100,3,Zuid_Holland
politieknederland,100,3,Zuid_Holland
Pugno Pro Patria NL,100,3,Zuid_Holland
Instagram User 3063010359,100,3,Zuid_Holland
Huchem Group,100,3,Zuid_Holland
IMC Global Inc.,100,3,Zuid_Holland
Hugh D Conlon 2019 Election,100,3,Zuid_Holland
Rory de Vos,100,3,Zuid_Holland
Gezinsadvocaat,100,3,Zuid_Holland
CDA Zwijndrecht,100,3,Zuid_Holland
Sjaloomschool,100,3,Zuid_Holland
PRO5,100,3,Zuid_Holland
CIDI,100,3,Zuid_Holland
Emma Walker,100,3,Zuid_Holland
Roboair Inc.,100,3,Zuid_Holland
It Rains Fashion,100,3,Zuid_Holland
Gadgets Go,100,3,Zuid_Holland
One Fair Wage,100,3,Zuid_Holland
Veiliger op pad in Corona-tijd,100,3,Zuid_Holland
Partij voor de aarde,100,3,Zuid_Holland
Landelijke Studentenvakbond - LSVb,100,3,Zuid_Holland
Henk Krol,100,3,Zuid_Holland
xsharonnvaleriie_,100,3,Zuid_Holland
Humanistisch Vredesberaad  HVB,100,3,Zuid_Holland
Boat Bike Tours,100,3,Zuid_Holland
ConAgra Foods Inc.,100,3,Zuid_Holland
De realiteit van Nagorno-Karabach,100,3,Zuid_Holland
Schoonheidssalon&Nagelstudio Roza,100,3,Zuid_Holland
ear.thpix,100,3,Zuid_Holland
Instagram User 8453740668,100,3,Zuid_Holland
Guitar Mastery Method,100,3,Zuid_Holland
Skyworld in your hand,100,3,Zuid_Holland
"Eddie van Doorn, Raadslid Gemeentebelangen Vught",100,3,Zuid_Holland
Roos Blufpand,100,3,Zuid_Holland
Herstel Oosterpark,100,3,Zuid_Holland
BLITZ UNION,100,3,Zuid_Holland
Koningsdag Zoetermeer,100,3,Zuid_Holland
Unplug and Play Artiestenvereniging,100,3,Zuid_Holland
Flawless BeautySalon,100,3,Zuid_Holland
China Inventions,100,3,Zuid_Holland
Mascolori,100,3,Zuid_Holland
Lorenzo Ligeon,100,3,Zuid_Holland
Pennzoil-Quaker State Company,100,3,Zuid_Holland
Mahindra Racing,100,3,Zuid_Holland
Fundación Migres · CIMA  Centro Internacional de Migración de Aves,100,3,Zuid_Holland
Foodpowerr,100,3,Zuid_Holland
Fortrade Online Trading,100,3,Zuid_Holland
Planet Cause,100,3,Zuid_Holland
Muslim Aid Sweden,100,3,Zuid_Holland
Interaction Design Foundation - IXDF,100,3,Zuid_Holland
See2,100,3,Zuid_Holland
Join Roland Berger NL,100,3,Zuid_Holland
Schoondergang Van Zwanenburg,100,3,Zuid_Holland
Reportpulse,100,3,Zuid_Holland
Van der Valk tuinmaterialen,100,3,Zuid_Holland
Delfshaven,100,3,Zuid_Holland
Cachmann,100,3,Zuid_Holland
Vereniging Van Rechtzoekenden,100,3,Zuid_Holland
Racismendsnow,100,3,Zuid_Holland
DemokratHaber Hollanda,100,3,Zuid_Holland
Zaaihaarlemmermeer,100,3,Zuid_Holland
Nijgh & Van Ditmar,100,3,Zuid_Holland
VPRO Tegenlicht,100,3,Zuid_Holland
D66 Emmen,100,3,Zuid_Holland
marral_k,100,3,Zuid_Holland
Israel365,100,3,Zuid_Holland
Participlant,100,3,Zuid_Holland
Mantelzorg Horst aan de Maas,100,3,Zuid_Holland
Dean Graziosi,100,3,Zuid_Holland
Evibra NL,100,3,Zuid_Holland
Wearins,100,3,Zuid_Holland
Craftegy,100,3,Zuid_Holland
Oceonics,100,3,Zuid_Holland
Your Luck,100,3,Zuid_Holland
Save Animals Now,100,3,Zuid_Holland
Russian spies in the World,100,3,Zuid_Holland
Kati Piri,100,3,Zuid_Holland
Renault,100,3,Zuid_Holland
De Enige Echte Ware Jezus v d Bijbel Alleen,100,3,Zuid_Holland
Gen's,100,3,Zuid_Holland
Wikkelkleding by Nicky Iris,100,3,Zuid_Holland
Beleggingsassistent,100,3,Zuid_Holland
Clem jones,100,3,Zuid_Holland
Potere al Popolo - Paesi Bassi,100,3,Zuid_Holland
Woord en Daad,100,3,Zuid_Holland
San Saru,100,3,Zuid_Holland
Saltwater Brewery,100,3,Zuid_Holland
Cassette To MP3,100,3,Zuid_Holland
Niet in mijn naam,100,3,Zuid_Holland
Black Night,100,3,Zuid_Holland
Leren voor de Toekomst,100,3,Zuid_Holland
Nature Research Custom Media,100,3,Zuid_Holland
Queer Platform,100,3,Zuid_Holland
"EU, help je Wit-Rusland?",100,3,Zuid_Holland
Giovanni Gubbels,100,3,Zuid_Holland
AJC Transatlantic Institute,100,3,Zuid_Holland
modelxhuren.nl,100,3,Zuid_Holland
CDA Limburg,100,3,Zuid_Holland
Haarlem Centraal,100,3,Zuid_Holland
Instagram User 5711309175,100,3,Zuid_Holland
SheCodes Workshops,100,3,Zuid_Holland
SOHAM NL,100,3,Zuid_Holland
sterk_noordnl,100,3,Zuid_Holland
Onyx Case,100,3,Zuid_Holland
Digital school,100,3,Zuid_Holland
Time For Action,100,3,Zuid_Holland
Het Rechtenstudentje,100,3,Zuid_Holland
Best Choice,100,3,Zuid_Holland
Consument Centraal,100,3,Zuid_Holland
Little Factory,100,3,Zuid_Holland
Filmion,100,3,Zuid_Holland
Pelliconi,100,3,Zuid_Holland
CDA Hoeksche Waard,100,3,Zuid_Holland
Zoetermeer actief,100,3,Zuid_Holland
"Yo, Matt",100,3,Zuid_Holland
Such Ease,100,3,Zuid_Holland
PvdA Haarlem,100,3,Zuid_Holland
Baby.RoomBoom,100,3,Zuid_Holland
Libertaire Partij - LP,100,3,Zuid_Holland
Instagram User 9897081944,100,3,Zuid_Holland
Instagram User 3767949052,100,3,Zuid_Holland
PvdA Beverwijk-Wijk aan Zee,100,3,Zuid_Holland
Protecting labor rights - IKEA case,100,3,Zuid_Holland
Gemeente Nissewaard,100,3,Zuid_Holland
Tech@Facebook,100,3,Zuid_Holland
PRTrainers,100,3,Zuid_Holland
Story Lite,100,3,Zuid_Holland
BorderKitchen,100,3,Zuid_Holland
World of Kings,100,3,Zuid_Holland
Praxis Noordwijk,100,3,Zuid_Holland
CDA Altena,100,3,Zuid_Holland
World Health Organization (WHO),100,3,Zuid_Holland
Positief,100,3,Zuid_Holland
Reckitt,100,3,Zuid_Holland
Leiden Groen Bereikbaar,100,3,Zuid_Holland
Greenpeace Polska,100,3,Zuid_Holland
Travelling Shores,100,3,Zuid_Holland
Oliver Green,100,3,Zuid_Holland
Amsterdam BIJ1,100,3,Zuid_Holland
Loot Crate,100,3,Zuid_Holland
The Weiss-Livnat International MA Program in Holocaust Studies,100,3,Zuid_Holland
Zondagavondkerk - Diensten met Belangstellenden,100,3,Zuid_Holland
Erfrechtinfo,100,3,Zuid_Holland
Provamel,100,3,Zuid_Holland
StudioC3: Voor een Concreet & Creatief interieur Concept,100,3,Zuid_Holland
Dorfin Group Sp z oo,100,3,Zuid_Holland
Snap-On Inc,100,3,Zuid_Holland
Autumn Style Page,100,3,Zuid_Holland
HVLV - Het Vuurwerk Liefhebbers Verbond,100,3,Zuid_Holland
nbnederland,100,3,Zuid_Holland
Srebrenica is Nederlandse Geschiedenis,100,3,Zuid_Holland
Elegant Blossoms,100,3,Zuid_Holland
Cendant Corp,100,3,Zuid_Holland
LingoAce,100,3,Zuid_Holland
Please Do Your Part,100,3,Zuid_Holland
PvdA Haren,100,3,Zuid_Holland
Open Doors,100,3,Zuid_Holland
The Good Lobby,100,3,Zuid_Holland
Golden Gate Tips,100,3,Zuid_Holland
Expat Tax Online,100,3,Zuid_Holland
Cephalomedia,100,3,Zuid_Holland
U-Report Global,100,3,Zuid_Holland
The Green Rebel,100,3,Zuid_Holland
Shanti Bhavan Children's Project,100,3,Zuid_Holland
I Cant Breathe,100,3,Zuid_Holland
Joyful Workshops,100,3,Zuid_Holland
Soi Dog Foundation,100,3,Zuid_Holland
mindnederland.nl,100,3,Zuid_Holland
CDA Kop van Noord Holland,100,3,Zuid_Holland
HIER,100,3,Zuid_Holland
Hubo XL Zutphen B.V.,100,3,Zuid_Holland
H O O D I E,100,3,Zuid_Holland
AWAKE,100,3,Zuid_Holland
Animals Need Trees,100,3,Zuid_Holland
Rozlicz się,100,3,Zuid_Holland
WaterBear Network,100,3,Zuid_Holland
Sky Lander,100,3,Zuid_Holland
fabianvanhal,100,3,Zuid_Holland
WECF Nederland - Women Engage for a Common Future,100,3,Zuid_Holland
Profin Financiële & Assurantieadviseurs B.V.,100,3,Zuid_Holland
Alisha Ramcharan,100,3,Zuid_Holland
TacVent,100,3,Zuid_Holland
Hart voor Zaankanters Kwis,100,3,Zuid_Holland
World Heart Day,100,3,Zuid_Holland
Eastpackers - Stichting UcDean,100,3,Zuid_Holland
D66 Bloemendaal,100,3,Zuid_Holland
Tilburg University,100,3,Zuid_Holland
Studenten voor Rechtvaardigheid in Palestina - SRP,100,3,Zuid_Holland
Welcome to the Jungle Česko,100,3,Zuid_Holland
"Floyd, Kate Ranfagni Co",100,3,Zuid_Holland
Saskia van Dijk,100,3,Zuid_Holland
Academic Stories,100,3,Zuid_Holland
Inburgering in Nederland & Marokko,100,3,Zuid_Holland
Beerstore XL,100,3,Zuid_Holland
Maurice Jonkers - Schrijver en man van het podium,100,3,Zuid_Holland
Silent Natives,100,3,Zuid_Holland
Carpenter Technology Corp.,100,3,Zuid_Holland
SockMessage,100,3,Zuid_Holland
Prijsvrij,100,3,Zuid_Holland
Pvda Rheden en Rozendaal,100,3,Zuid_Holland
Iukkai,100,3,Zuid_Holland
Maskie,100,3,Zuid_Holland
VVD Goes,100,3,Zuid_Holland
31mag.nl/International,100,3,Zuid_Holland
CDA Barneveld,100,3,Zuid_Holland
ServiceMaster Co,100,3,Zuid_Holland
eToro,100,3,Zuid_Holland
Startup in Residence InterGov,100,3,Zuid_Holland
Eri-Platform,100,3,Zuid_Holland
Beyond Looks,100,3,Zuid_Holland
Lennox International Inc.,100,3,Zuid_Holland
Social Club Obladi,100,3,Zuid_Holland
Finnish Cultural Institute for the Benelux,100,3,Zuid_Holland
VVD Hoorn,100,3,Zuid_Holland
Fresh Sock Club,100,3,Zuid_Holland
Quintessentially Queer,100,3,Zuid_Holland
FNG Federatie Nabestaanden Geweldslachtoffers,100,3,Zuid_Holland
Superdatascience,100,3,Zuid_Holland
VVV Cadeaukaarten,100,3,Zuid_Holland
